0	866.1
1	866
2	866
3	867
4	868
5	869
6	869
7	869
8	870
9	870
10	870
11	870
12	871
13	872
14	872
15	872
16	873
17	873
18	873
19	871
20	870
21	870
22	870
23	870
24	870
25	871
26	871
27	872
28	870
29	870
30	870
31	870
32	870
33	870
34	870
35	869
36	868
37	868
38	868
39	869
40	868
41	868
42	868
43	868
44	867
45	867
46	867
47	867
48	866
49	866
50	866
51	866
52	865
53	865
54	865
55	865
56	864
57	865
58	865
59	865
60	864
61	864
62	863
63	863
64	863
65	863
66	862
67	862
68	861
69	861
70	861
71	861
72	860
73	860
74	860
75	859
76	858
77	858
78	858
79	858
80	857
81	857
82	858
83	857
84	857
85	856
86	856
87	856
88	856
89	855
90	855
91	855
92	855
93	855
94	855
95	854
96	854
97	854
98	854
99	854
100	854
101	854
102	853
103	853
104	853
105	853
106	853
107	853
108	852
109	852
110	852
111	852
112	852
113	852
114	852
115	852
116	852
117	852
118	852
119	852
120	852
121	852
122	852
123	852
124	851
125	851
126	851
127	851
128	851
129	851
130	851
131	851
132	851
133	851
134	851
135	851
136	850
137	851
138	851
139	851
140	851
141	850
142	851
143	851
144	852
145	851
146	851
147	851
148	851
149	851
150	851
151	851
152	850
153	851
154	850
155	850
156	851
157	850
158	850
159	851
160	850
161	850
162	851
163	851
164	850
165	850
166	850
167	850
168	850
169	850
170	850
171	850
172	850
173	850
174	850
175	854
176	853
177	853
178	851
179	851
180	853
181	854
182	851
183	851
184	851
185	852
186	850
187	852
188	852
189	852
190	852
191	848
192	849
193	849
194	850
195	850
196	850
197	851
198	848
199	849
200	851
201	850
202	851
203	847
204	848
205	848
206	848
207	848
208	848
209	848
210	848
211	849
212	848
213	848
214	848
215	848
216	846
217	850
218	848
219	848
220	848
221	848
222	848
223	848
224	847
225	847
226	847
227	847
228	847
229	847
230	847
231	847
232	847
233	846
234	846
235	846
236	847
237	846
238	847
239	847
240	847
241	846
242	847
243	848
244	848
245	848
246	847
247	847
248	847
249	847
250	847
251	847
252	847
253	847
254	847
255	847
256	847
257	847
258	847
259	846
260	847
261	847
262	847
263	847
264	846
265	847
266	847
267	847
268	847
269	847
270	847
271	847
272	847
273	847
274	847
275	847
276	847
277	847
278	847
279	847
280	846
281	847
282	846
283	846
284	846
285	846
286	846
287	846
288	846
289	847
290	847
291	847
292	847
293	848
294	847
295	847
296	847
297	847
298	847
299	846
300	843
301	846
302	846
303	846
304	846
305	846
306	846
307	846
308	846
309	845
310	846
311	845
312	842
313	847
314	847
315	844
316	845
317	845
318	845
319	845
320	844
321	845
322	844
323	844
324	844
325	844
326	844
327	844
328	844
329	844
330	844
331	844
332	843
333	843
334	844
335	843
336	843
337	843
338	843
339	843
340	843
341	843
342	844
343	843
344	843
345	844
346	844
347	843
348	843
349	843
350	843
351	843
352	843
353	843
354	843
355	843
356	843
357	843
358	843
359	843
360	844
361	843
362	844
363	844
364	844
365	844
366	842
367	843
368	845
369	844
370	844
371	844
372	844
373	844
374	844
375	844
376	844
377	843
378	843
379	843
380	843
381	843
382	843
383	843
384	843
385	843
386	844
387	843
388	842
389	843
390	843
391	843
392	843
393	844
394	844
395	844
396	843
397	844
398	844
399	844
400	844
401	843
402	843
403	843
404	843
405	843
406	843
407	843
408	843
409	843
410	843
411	843
412	843
413	843
414	843
415	843
416	843
417	843
418	843
419	842
420	843
421	843
422	842
423	842
424	842
425	842
426	842
427	842
428	842
429	842
430	843
431	843
432	843
433	843
434	844
435	844
436	843
437	844
438	845
439	844
440	844
441	843
442	843
443	844
445	842
446	842
447	842
448	843
449	843
450	843
451	843
452	843
453	844
454	844
455	844
456	844
457	844
458	844
459	844
460	844
461	844
462	843
463	843
464	843
465	842
466	842
467	842
468	842
469	842
470	842
471	842
472	842
473	842
474	841
475	841
476	841
477	841
478	841
479	841
480	841
481	842
482	842
483	841
484	842
485	841
486	840
487	840
488	840
489	841
490	841
491	841
492	841
493	841
494	841
495	841
496	840
497	840
498	840
499	840
500	841
501	841
502	841
503	841
504	841
505	841
506	842
507	842
508	842
509	842
510	842
511	842
512	841
513	840
514	840
515	840
516	840
517	840
518	840
519	840
520	840
521	840
522	840
523	840
524	840
525	840
526	840
527	841
528	841
